,name_input,name_result,mst,address
869,CÔNG TY CỔ PHẦN ĐẦU TƯ KHÁNH HÀ,2,,
870,CÔNG TY CỔ PHẦN IBS VIỆT NAM,CÔNG TY CỔ PHẦN IBS - VIỆT NAM,0102720783,"Địa chỉ: Tầng 8, số 4A Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội"
871,CÔNG TY CỔ PHẦN THƯƠNG MẠI XĂNG DẦU VIỆT NAM (VINAPETRO),Không có kết quả,,
872,CÔNG TY CỔ PHẦN HÀ ĐÔ - 756 SÀI GÒN,CÔNG TY CỔ PHẦN HÀ ĐÔ - 756 SÀI GÒN,0312110142,"Địa chỉ: 200 Đường 3/2, Phường 12, Quận 10, TP Hồ Chí Minh"
873,CÔNG TY TNHH HỖN HỢP DỊCH VỌNG,CÔNG TY TNHH HỖN HỢP DỊCH VỌNG,0107585129,"Địa chỉ: Số 8 Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội"
874,CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP IDICO,CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP IDICO,3600257771,"Địa chỉ: Đường Tôn Đức Thắng, Khu Công nghiệp Nhơn Trạch 1, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai"
875,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG IDICO,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG IDICO,3602478261,"Địa chỉ: Số 48, ấp 3, Xã An Hoà, Thành phố Biên Hoà, Đồng Nai"
876,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG SỐ 10 IDICO,Không có kết quả,,
877,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI BÌNH IDICO,Không có kết quả,,
878,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN VẬT LIỆU IDICO ,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN VẬT LIỆU IDICO,3600687943,"Địa chỉ: Khu công nghiệp Nhơn Trạch 1, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai"
879,CÔNG TY TNHH TỔNG CÔNG TY CÔNG NGHỆ VÀ GIẢI PHÁP CMC,Không có kết quả,,
880,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP CMC SÀI GÒN,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP CMC SÀI GÒN,0311082125,"Địa chỉ: Số 111-121 Ngô Gia Tự, Phường 02, Quận 10, TP Hồ Chí Minh"
881,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,Không có kết quả,,
882,VIỆN NGHIÊN CỨU VÀ ỨNG DỤNG CÔNG NGHỆ CMC,Không có kết quả,,
883,CÔNG TY TNHH CMC ĐÀ NẴNG,Không có kết quả,,
884,CÔNG TY CỔ PHẦN CMC JAPAN,Không có kết quả,,
885,CÔNG TY TNHH CMC CHÂU Á THÁI BÌNH DƯƠNG,Không có kết quả,,
886,CÔNG TY TNHH CMC GLOBAL,CÔNG TY TNHH CMC GLOBAL,0107786442,"Địa chỉ: CMC Tower, số 11 phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
887,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ IDICO,2,,
888,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ IDICO,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ IDICO,3600486108,"Địa chỉ: Khu công nghiệp Nhơn Trạch 1, Xã Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai"
889,CÔNG TY CỔ PHẦN IDICO TIỀN GIANG,CÔNG TY CỔ PHẦN IDICO TIỀN GIANG,1201656805,"Địa chỉ: Số 138 Trần Hưng Đạo, Phường 8, Thành phố Mỹ Tho, Tỉnh Tiền Giang"
890,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP QUẾ VÕ IDICO (IDICO-QUEVO),Không có kết quả,,
891,CÔNG TY CỔ PHẦN THỦY ĐIỆN SROK PHU MIÊNG IDICO,CÔNG TY CỔ PHẦN THUỶ ĐIỆN SROK PHU MIÊNG IDICO,3800407449,"Địa chỉ: Thôn 7, Xã Long Bình, Huyện Phú Riềng, Bình Phước"
892,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG DẦU KHÍ IDICO,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG DẦU KHÍ IDICO,3500101298,"Địa chỉ: Số 326 Nguyễn An Ninh, Phường 7, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
893,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG LONG AN IDICO,Không có kết quả,,
894,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI CMC,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI CMC,0105514041,"Địa chỉ: Tầng 12 tòa nhà CMC, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
895,CÔNG TY TNHH AN NINH AN TOÀN THÔNG TIN CMC,Không có kết quả,,
896,CÔNG TY CỔ PHẦN HẠ TẦNG VIỄN THÔNG CMC,Kết quả tìm kiếm trùng nhau : 1,,
897,CÔNG TY CỔ PHẦN LIÊN DOANH CMC CIBER (CMC CIBER),Không có kết quả,,
898,CÔNG TY CỔ PHẦN NHỰA THIẾU NIÊN TIỀN PHONG MIỀN TRUNG,Không có kết quả,,
899,CÔNG TY TNHH BẤT ĐỘNG SẢN TIỀN PHONG,2,,
900,CÔNG TY CỔ PHẦN XÂY DỰNG ĐỊA ỐC THỊNH PHÁT,CÔNG TY CỔ PHẦN XÂY DỰNG ĐỊA ỐC THỊNH PHÁT,0201883362,"Địa chỉ: Tầng 6, tòa nhà 116 Nguyễn Đức Cảnh, Phường Cát Dài, Quận Lê Chân, Hải Phòng"
901,CÔNG TY CỔ PHẦN XÂY DỰNG THỊNH HIỆP,CÔNG TY CỔ PHẦN XÂY DỰNG THỊNH HIỆP,0201818074,"Địa chỉ: Tầng 9, số 116 Nguyễn Đức Cảnh, Phường Cát Dài, Quận Lê Chân, Hải Phòng"
902,CÔNG TY CỔ PHẦN TẬP ĐOÀN BẤT ĐỘNG SẢN CRV,Không có kết quả,,
903,CÔNG TY CỔ PHẦN ĐẦU TƯ DỊCH VỤ HOÀNG HUY,CÔNG TY CỔ PHẦN ĐẦU TƯ DỊCH VỤ HOÀNG HUY,0200815578,"Địa chỉ: Tòa nhà 116 Nguyễn Đức Cảnh, Phường Cát Dài, Quận Lê Chân, Hải Phòng"
904,CÔNG TY TNHH MỘT THÀNH VIÊN HÀO KHANG,CÔNG TY TNHH MỘT THÀNH VIÊN HÀO KHANG,0304817202,"Địa chỉ: Tầng 5, Tòa nhà Paxsky, 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
905,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN BCCI,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN BCCI,0312212779,"Địa chỉ: 550 Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TP Hồ Chí Minh"
906,CÔNG TY TNHH PHÁT TRIỂN NHÀ VÀ XÂY DỰNG HẠ TẦNG LONG PHƯỚC ĐIỀN,CÔNG TY TNHH PHÁT TRIỂN NHÀ VÀ XÂY DỰNG HẠ TẦNG LONG PHƯỚC ĐIỀN,0304051126,"Địa chỉ: Tầng 5, Tòa nhà Paxsky, 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
907,CÔNG TY TNHH KINH DOANH ĐỊA ỐC GIA PHƯỚC,Không có kết quả,,
908,CÔNG TY TNHH ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN SAPHIRE,2,,
909,CÔNG TY TNHH ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN KIM PHÁT,2,,
910,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH ĐỊA ỐC TRÍ KIỆT,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH ĐỊA ỐC TRÍ KIỆT,0302870810,"Địa chỉ: Tầng 5, Toà nhà Paxsky, 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
911,CÔNG TY TNHH TƯ VẤN QUỐC TẾ,Kết quả tìm kiếm trùng nhau : 17,,
912,CÔNG TY TNHH ĐẦU TƯ THÀNH PHÚC,2,,
913,CÔNG TY TNHH ĐÔ THỊ MÊGA,Không có kết quả,,
914,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN SÀI GÒN MÙA XUÂN,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN SÀI GÒN MÙA XUÂN,0303741568,"Địa chỉ: 14 Trần Não, Khu phố 2, Phường Bình An, Quận 2, TP Hồ Chí Minh"
915,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN TRÍ MINH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN TRÍ MINH,0306012919,"Địa chỉ: Tầng 5, Tòa Nhà Paxsky, 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
916,CÔNG TY TNHH XÂY DỰNG VÀ KINH DOANH NHÀ THÁP MƯỜI,Không có kết quả,,
917,CÔNG TY TNHH ĐT KD BẤT ĐỘNG SẢN BÌNH TRƯNG,Không có kết quả,,
918,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN NGUYÊN PHÁT,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN NGUYÊN PHÁT,0316461487,"Địa chỉ: Vietoffice 481 Điện Biên Phủ, Phường 03, Quận 3, Thành phố Hồ Chí Minh"
919,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN PHÚ HẢI,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN PHÚ HẢI,0316466157,"Địa chỉ: Tầng 46, Tòa tháp tài chính Bitexco, số 02 Hải Triều, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh"
920,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN NAM THÔNG,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN NAM THÔNG,0316468644,"Địa chỉ: Tầng 1, Tòa nhà PacNsimex 52 Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh"
921,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN LIÊN MINH,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN LIÊN MINH,0312818979,"Địa chỉ: 117-119 Lý Chính Thắng, Phường 07, Quận 3, TP Hồ Chí Minh"
922,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN SONG LẬP,2,,
923,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ NỢ & KHAI THÁC TÀI SẢN NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BẢN VIỆT,14,,
924,CÔNG TY CỔ PHẦN VI LA,CÔNG TY CỔ PHẦN VI LA,0310332686,"Địa chỉ: Tầng 5, Tòa nhà PaxSky, số 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
925,CÔNG TY CỔ PHẦN VIỆT HỮU PHÚ,CÔNG TY CỔ PHẦN VIỆT HỮU PHÚ,0313041815,"Địa chỉ: Lầu 6, 155 Hai Bà Trưng, Phường 06, Quận 3, TP Hồ Chí Minh"
926,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN NAM PHÚ,CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN NAM PHÚ,0314946542,"Địa chỉ: Tầng 5 tòa nhà Paxsky, 123 Nguyễn Đình Chiểu, Phường 06, Quận 3, TP Hồ Chí Minh"
927,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN THỦY SINH,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN THỦY SINH,0312322147,"Địa chỉ: Phòng 1B Lầu 12, SaiGon Centre, 67 Lê Lợi, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
928,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN KHÔNG GIAN XANH,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN KHÔNG GIAN XANH,0309314308,"Địa chỉ: Phòng 1C, Lầu 11 SaiGon Centre 67 Lê Lợi, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
929,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC MINH PHÁT,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC MINH PHÁT,0314965094,"Địa chỉ: Tầng 1 tòa nhà An Phú Plaza, 117 - 119 Lý Chính Thắng, Phường 07, Quận 3, TP Hồ Chí Minh"
930,CÔNG TY CỔ PHẦN CƠ KHÍ VÀ XÂY DỰNG BÌNH TRIỆU,CÔNG TY CỔ PHẦN CƠ KHÍ VÀ XÂY DỰNG BÌNH TRIỆU,0301888974,"Địa chỉ: 207C Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh"
931,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ NỢ & KHAI THÁC TÀI SẢN-NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KIÊN LONG (KBA),14,,
932,CÔNG TY TNHH MỘT THÀNH VIÊN THÉP PHÚC TIẾN,CÔNG TY TNHH MỘT THÀNH VIÊN THÉP PHÚC TIẾN,0101008460,"Địa chỉ: Lô 03 - 9A cụm tiểu thủ công nghiệp Hai Bà Trưng, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
933,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI PHÚC TIẾN HƯNG YÊN,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI PHÚC TIẾN HƯNG YÊN,0900218760,"Địa chỉ: Thôn Nghĩa Trai, Xã Tân Quang, Huyện Văn Lâm, Hưng Yên"
934,CÔNG TY TNHH THÉP TÂY NGUYÊN,CÔNG TY TNHH THÉP TÂY NGUYÊN,0301962730,"Địa chỉ: Lô số 12-14, Đường số 1 Khu công nghiệp Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP Hồ Chí Minh"
935,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ĐẠI PHÚC,Kết quả tìm kiếm trùng nhau : 1,,
936,CÔNG TY CỔ PHẦN THÉP BẮC NAM,CÔNG TY CỔ PHẦN THÉP BẮC NAM,3600479277,"Địa chỉ: Khu công nghiệp Tam Phước - Xã Tam Phước, Thành phố Biên Hoà, Đồng Nai"
937,CÔNG TY TNHH QUẢN LÝ QUỸ SSI,Kết quả tìm kiếm trùng nhau : 1,,
938,QUỸ ĐẦU TƯ THÀNH VIÊN SSI (SSIMF),Không có kết quả,,
939,CÔNG TY TNHH GIẶT TẨY NHÀ BÈ,CÔNG TY TNHH GIẶT TẨY NHÀ BÈ,1200520174,"Địa chỉ: ấp Bình Tạo Xã Trung An, Xã Trung An, Thành phố Mỹ Tho, Tiền Giang"
940,CÔNG TY CỔ PHẦN MAY ĐỨC LINH - NHÀ BÈ,Không có kết quả,,
941,CÔNG TY CỔ PHẦN MAY NHÀ BÈ - HẬU GIANG,CÔNG TY CỔ PHẦN MAY NHÀ BÈ - HẬU GIANG,6300255659,"Địa chỉ: Cụm công nghiệp - Tiểu thủ công nghiệp, Phường VII, Tp Vị Thanh, Hậu Giang"
942,CÔNG TY CỔ PHẦN MAY ĐÀ LẠT,CÔNG TY CỔ PHẦN MAY ĐÀ LẠT,5800483309,"Địa chỉ: Số 9 Phù Đổng Thiên Vương, Phường 8, Thành phố Đà Lạt, Lâm Đồng"
943,CÔNG TY CỔ PHẦN MAY BÌNH ĐỊNH,CÔNG TY CỔ PHẦN MAY BÌNH ĐỊNH,4100507866,"Địa chỉ: Số 105 đường Trần Hưng Đạo, Phường Hải Cảng, Thành phố Quy Nhơn, Bình Định"
944,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN NHÀ BÈ,Không có kết quả,,
945,CÔNG TY CỔ PHẦN MAY BÌNH THUẬN - NHÀ BÈ,Không có kết quả,,
946,CÔNG TY CỔ PHẦN MAY GIA LAI,CÔNG TY CỔ PHẦN MAY GIA LAI,5900751992,"Địa chỉ: đường Lý Thái Tổ, tổ 12, Phường Yên Đỗ, Thành phố Pleiku, Gia Lai"
947,CÔNG TY CỔ PHẦN MAY TAM QUAN,Kết quả tìm kiếm trùng nhau : 1,,
948,CÔNG TY CỔ PHẦN MAY AN NHƠN,CÔNG TY CỔ PHẦN MAY AN NHƠN,4100707248,"Địa chỉ: Số 71 Nguyễn Đình Chiểu, Phường Bình Định, Thị Xã An Nhơn, Bình Định"
949,CÔNG TY CỔ PHẦN ĐK PHÚ QUỐC,CÔNG TY CỔ PHẦN ĐK PHÚ QUỐC,1701522101,"Địa chỉ: Tổ 17, lô C, Khu tái định cư, KP5, Thị trấn Dương Đông, Huyện Phú Quốc, Kiên Giang"
950,CÔNG TY CỔ PHẦN ĐỊA ỐC SÀI GÒN – KL,CÔNG TY CỔ PHẦN ĐỊA ỐC SÀI GÒN - KL,3700902915,"Địa chỉ: Thửa đất số 1186-1187, tờ bản đồ số 6-2(D2), Khu phố Bình Đứ, Phường Bình Hòa, TX Thuận An, Bình Dương"
951,CÔNG TY CỔ PHẦN BẾN THÀNH - LONG HẢI,2,,
952,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN NGÔ MÂY,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN NGÔ MÂY,4101553978,"Địa chỉ: Số 01 Ngô Mây, Phường Nguyễn Văn Cừ, Thành phố Quy Nhơn, Bình Định"
953,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG HẠ TẦNG KỸ THUẬT COININ,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG HẠ TẦNG KỸ THUẬT COININ,0313662185,"Địa chỉ: 271/16 An Dương Vương, Phường 03, Quận 5, TP Hồ Chí Minh"
954,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN KHU CÔNG NGHIỆP PHÁT ĐẠT,Không có kết quả,,
955,CÔNG TY TNHH XUẤT NHẬP KHẨU HÀNG HÓA VIỆT NAM,CÔNG TY TNHH XUẤT NHẬP KHẨU HÀNG HOÁ VIỆT NAM,0104228545,"Địa chỉ: Tầng 5 Tòa nhà FLC Landmark Tower đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
956,CÔNG TY CỔ PHẦN QUẢN LÝ ĐƯỜNG SÔNG SỐ 6,CÔNG TY CỔ PHẦN QUẢN LÝ ĐƯỜNG SÔNG SỐ 6,0100109515,"Địa chỉ: 160 đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"
957,CÔNG TY CỔ PHẦN NGÔI SAO AN BÌNH (ABSC),Không có kết quả,,
958,CÔNG TY TNHH LƯU CÔNG HIỆU,CÔNG TY TNHH LƯU CÔNG HIỆU,3600816814,"Địa chỉ: Số 3, đường N 2, Khu dân cư Phú Gia, KP 3, Phường Trảng Dài, Thành phố Biên Hoà, Đồng Nai"
959,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG BT,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG BT,0315971693,"Địa chỉ: 334A Phạn Văn Trị, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh"
960,CÔNG TY TNHH MỘT THÀNH VIÊN KHO VẬN GILIMEX,CÔNG TY TNHH MỘT THÀNH VIÊN KHO VẬN GILIMEX,3502339715,"Địa chỉ: Cụm Công nghiệp-Tiểu thủ công nghiệp xã Hắc Dịch, ấp Trảng C - Phường Hắc Dịch, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
961,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH KIM KHÍ ĐẠI TÂY DƯƠNG,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH KIM KHÍ ĐẠI TÂY DƯƠNG,0312204986,"Địa chỉ: Cụm công nghiệp - tiểu thủ công nghiệp Hắc Dịch, Khu phố Trả - Phường Hắc Dịch, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
962,CÔNG TY TNHH BẤT ĐỘNG SẢN GIA ĐỊNH,2,,
963,CÔNG TY TNHH MAY THẠNH MỸ,CÔNG TY TNHH MAY THẠNH MỸ,3500885701,"Địa chỉ: Cụm Công nghiệp - Tiểu thủ công nghiệp Hắc Dịch, Khu phố Trả - Phường Hắc Dịch, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
964,CÔNG TY CỔ PHẦN ICHIBAN STAR,Không có kết quả,,
965,CÔNG TY CỔ PHẦN CMC,Kết quả tìm kiếm trùng nhau : 1,,
966,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP - BẮC GIANG,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP - BẮC GIANG,2400799373,"Địa chỉ: Thôn Càn, Xã Hương Sơn, Huyện Lạng Giang, Bắc Giang"
967,CÔNG TY CỔ PHẦN NHỰA ĐỒNG NAI MIỀN TRUNG,Không có kết quả,,
968,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ CHÂU THÀNH,Không có kết quả,,
969,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH NƯỚC SẠCH SỐ 3 HÀ NỘI,Kết quả tìm kiếm trùng nhau : 1,,
970,CÔNG TY TNHH MAY PHÙ ĐỔNG,CÔNG TY TNHH MAY PHÙ ĐỔNG,0100598947,"Địa chỉ: Thị trấn Trâu Quỳ - Huyện Gia Lâm - Hà Nội, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"
971,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HÙNG THANH,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI - DỊCH VỤ - SẢN XUẤT HÙNG THANH,0302232310,"Địa chỉ: Tầng 3, Block B, Carina PLaza, số 1648 Võ Văn Kiệt, Phường 16, Quận 8, TP Hồ Chí Minh"
972,CÔNG TY TNHH HƯƠNG TRÀ,Kết quả tìm kiếm trùng nhau : 1,,
973,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN HƯNG KHANG,Không có kết quả,,
974,CÔNG TY CỔ PHẦN SẢN XUẤTKD THIẾT BỊ CHIẾU SÁNG THÁI BÌNH DƯƠNG,Không có kết quả,,
975,CÔNG TY MAY HÀNG GIA DỤNG GILIMEX,Không có kết quả,,
976,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP GILIMEX,2,,
977,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP – LONG AN,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP - LONG AN,1101806214,"Địa chỉ: ấp 7, Xã Nhị Thành, Huyện Thủ Thừa, Long An"
978,CÔNG TY CỔ PHẦN ĐẦU TƯ NGÀNH NƯỚC DNP,CÔNG TY CỔ PHẦN ĐẦU TƯ NGÀNH NƯỚC DNP,2400813885,"Địa chỉ: Thôn Càn, Xã Hương Sơn, Huyện Lạng Giang, Bắc Giang"
979,CÔNG TY CỔ PHẦN BÌNH HIỆP,CÔNG TY CỔ PHẦN BÌNH HIỆP,3400411352,"Địa chỉ: A6-A7 KDC Kênh Bàu, Phường Xuân An, Thành phố Phan Thiết, Bình Thuận"
980,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP - TIỀN GIANG,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG NƯỚC DNP TIỀN GIANG,1201522142,"Địa chỉ: Số 1, Ngô Quyền, Phường 7, Thành phố Mỹ Tho, Tiền Giang"
981,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC TÂY NINH,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC TÂY NINH,3900243762,"Địa chỉ: Số 489, đường 30/4, Khu phố 1, Phường 1, Thành phố Tây Ninh, Tây Ninh"
982,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC BÌNH THUẬN,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC BÌNH THUẬN,3400164953,"Địa chỉ: Số 137 Lê Hồng Phong, Khu phố 2, Phường Phú Trinh, Thành phố Phan Thiết, Bình Thuận"
983,CÔNG TY TNHH MỘT THÀNH VIÊN VẬN TẢI TRANSIMEX,Không có kết quả,,
984,CÔNG TY CỔ PHẦN VINAFREIGHT,4,,
985,CÔNG TY CỔ PHẦN DỊCH VỤ LOGISTICS THĂNG LONG,CÔNG TY CỔ PHẦN DỊCH VỤ LOGISTICS THĂNG LONG,0900989442,"Địa chỉ: Thôn Bưởi, Xã Dị Sử, Huyện Mỹ Hào, Hưng Yên"
986,CÔNG TY CỔ PHẦN THÀNH QUANG,3,,
987,CÔNG TY TNHH TC TOWER,CÔNG TY TNHH TC TOWER,0313019898,"Địa chỉ: 37 Tây Thạnh, Phường Tây Thạnh, Quận Tân phú, TP Hồ Chí Minh"
988,CÔNG TY CỔ PHẦN TRUNG TÂM Y KHOA THÀNH CÔNG,CÔNG TY CỔ PHẦN TRUNG TÂM Y KHOA THÀNH CÔNG,0305253809,"Địa chỉ: 36 Tây Thạnh, Phường Tây Thạnh, Quận Tân phú, TP Hồ Chí Minh"
989,CÔNG TY CỔ PHẦN VĂN HÓA VÀ THƯƠNG MẠI BÌNH DƯƠNG,Không có kết quả,,
990,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LICOGI 16,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LICOGI 16,0315365773,"Địa chỉ: 24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh"
991,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI VÀ DỊCH VỤ ĐIỀN PHƯỚC,Không có kết quả,,
992,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG LICOGI 16,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG LICOGI 16,0314428117,"Địa chỉ: 24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh"
993,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG TÁI TẠO LICOGI 16,Kết quả tìm kiếm trùng nhau : 1,,
994,CÔNG TY CỔ PHẦN ĐẦU TƯ NĂNG LƯỢNG TÁI TẠO LICOGI 16 GIA LAI,Kết quả tìm kiếm trùng nhau : 1,,
995,CÔNG TY CỔ PHẦN LICONS VIỆT NAM,CÔNG TY CỔ PHẦN LICONS VIỆT NAM,0106233759,"Địa chỉ: Số 169 Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
