tinh,ma tinh,huyen,ma huyen,xa,ma xa
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Tân Phước Khánh,7110505
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Tân Vĩnh Hiệp,7110529
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Uyên Hưng,7110535
Bình Dương,711,Thị xã Tân Uyên,71105,Phường Vĩnh Tân,7110519
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Bình Mỹ (Hết hiệu lực),7110501
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Bạch Đằng,7110527
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Lạc An (Hết hiệu lực),7110517
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Thường Tân (Hết hiệu lực),7110503
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Thạnh Hội,7110541
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Tân Bình (Hết hiệu lực),7110511
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Tân Lập (Hết hiệu lực),7110513
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Tân Mỹ (Hết hiệu lực),7110523
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Tân Thành (Hết hiệu lực),7110515
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Tân Định (Hết hiệu lực),7110533
Bình Dương,711,Thị xã Tân Uyên,71105,Xã hiếu Liêm (Hết hiệu lực),7110539
Bình Dương,711,Thị xã Tân Uyên,71105,Xã Đất Cuốc (Hết hiệu lực),7110537
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Bình Sơn,7071519
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Bình Thắng,7071505
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Bình Tân,7071531
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Bù Gia Mập,7071511
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Bù Nho,7071523
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Long Bình,7071517
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Long Hà,7071503
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Long Hưng,7071507
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Long Tân,7071509
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phú Nghĩa,7071529
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phú Riềng,7071527
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phú Trung,7071525
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phú Văn,7071535
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phước Minh,7071533
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Phước Tân,7071521
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Đa Kia,7071515
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Đăk Ơ,7071501
Bình Phước,707,Huyện Bù Gia Mập,70715,Xã Đức Hạnh,7071513
Bình Phước,707,Huyện Bù Đăng,70707,Thị trấn Đức Phong,7070709
Bình Phước,707,Huyện Bù Đăng,70707,Xã Bom Bo,7070703
Bình Phước,707,Huyện Bù Đăng,70707,Xã Bình Minh,7070727
Bình Phước,707,Huyện Bù Đăng,70707,Xã Minh Hưng,7070701
Bình Phước,707,Huyện Bù Đăng,70707,Xã Nghĩa Bình,7070729
Bình Phước,707,Huyện Bù Đăng,70707,Xã Nghĩa Trung,7070721
Bình Phước,707,Huyện Bù Đăng,70707,Xã Phú Sơn,7070725
Bình Phước,707,Huyện Bù Đăng,70707,Xã Phước Sơn,7070723
Bình Phước,707,Huyện Bù Đăng,70707,Xã Thọ Sơn,7070713
Bình Phước,707,Huyện Bù Đăng,70707,Xã Thống Nhất,7070719
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đoàn Kết,7070715
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đăng Hà,7070707
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đường 10,7070712
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đắk Nhau,7070711
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đồng Nai,7070705
Bình Phước,707,Huyện Bù Đăng,70707,Xã Đức Liễu,7070717
Bình Phước,707,Huyện Bù Đốp,70706,TT Thanh Bình,7070613
Bình Phước,707,Huyện Bù Đốp,70706,Xã Hưng Phước,7070601
Bình Phước,707,Huyện Bù Đốp,70706,Xã Phước Thiện,7070611
Bình Phước,707,Huyện Bù Đốp,70706,Xã Thanh Hòa,7070607
Bình Phước,707,Huyện Bù Đốp,70706,Xã Thiện Hưng,7070605
Bình Phước,707,Huyện Bù Đốp,70706,Xã Tân Thành,7070609
Bình Phước,707,Huyện Bù Đốp,70706,Xã Tân Tiến,7070603
Bình Phước,707,Huyện Chơn Thành,70710,Thị trấn Chơn Thành,7071007
Bình Phước,707,Huyện Chơn Thành,70710,Xã Minh Hưng,7071011
Bình Phước,707,Huyện Chơn Thành,70710,Xã Minh Long,7071001
Bình Phước,707,Huyện Chơn Thành,70710,Xã Minh Lập,7071009
Bình Phước,707,Huyện Chơn Thành,70710,Xã Minh Thành,7071013
Bình Phước,707,Huyện Chơn Thành,70710,Xã Minh Thắng,7071015
Bình Phước,707,Huyện Chơn Thành,70710,Xã Nha Bích,7071005
Bình Phước,707,Huyện Chơn Thành,70710,Xã Quang Minh,7071004
Bình Phước,707,Huyện Chơn Thành,70710,Xã Thành Tâm,7071017
Bình Phước,707,Huyện Chơn Thành,70710,Xã Tân Quan(Hết hiệu lực),7071003
Bình Phước,707,Huyện Hớn Quản,70713,Thị trấn Tân Khai,7071303
Bình Phước,707,Huyện Hớn Quản,70713,Xã An Khương,7071307
Bình Phước,707,Huyện Hớn Quản,70713,Xã An Phú,7071309
Bình Phước,707,Huyện Hớn Quản,70713,Xã Minh Tâm,7071321
Bình Phước,707,Huyện Hớn Quản,70713,Xã Minh Đức,7071313
Bình Phước,707,Huyện Hớn Quản,70713,Xã Phước An,7071315
Bình Phước,707,Huyện Hớn Quản,70713,Xã Thanh An,7071305
Bình Phước,707,Huyện Hớn Quản,70713,Xã Thanh Bình,7071317
Bình Phước,707,Huyện Hớn Quản,70713,Xã Tân Hiệp,7071323
Bình Phước,707,Huyện Hớn Quản,70713,Xã Tân Hưng,7071301
Bình Phước,707,Huyện Hớn Quản,70713,Xã Tân Lợi,7071311
Bình Phước,707,Huyện Hớn Quản,70713,Xã Tân Quan,7071325
Bình Phước,707,Huyện Hớn Quản,70713,Xã Đồng Nơ,7071319
Bình Phước,707,Huyện Lộc Ninh,70705,Thị trấn Lộc Ninh,7070521
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc An,7070525
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Hiệp,7070505
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Hòa,7070523
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Hưng,7070517
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Khánh,7070519
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Phú,7070531
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Quang,7070511
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thiện,7070507
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thuận,7070509
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thành,7070513
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thái,7070515
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thạnh,7070529
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Thịnh,7070527
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Tấn,7070503
Bình Phước,707,Huyện Lộc Ninh,70705,Xã Lộc Điền,7070501
Bình Phước,707,Huyện Phú Riềng,70716,Xã Bình Sơn,7071603
Bình Phước,707,Huyện Phú Riềng,70716,Xã Bình Tân,7071601
Bình Phước,707,Huyện Phú Riềng,70716,Xã Bù Nho,7071605
Bình Phước,707,Huyện Phú Riềng,70716,Xã Long Bình,7071607
Bình Phước,707,Huyện Phú Riềng,70716,Xã Long Hà,7071609
Bình Phước,707,Huyện Phú Riềng,70716,Xã Long Hưng,7071611
Bình Phước,707,Huyện Phú Riềng,70716,Xã Long Tân,7071613
Bình Phước,707,Huyện Phú Riềng,70716,Xã Phú Riềng,7071619
Bình Phước,707,Huyện Phú Riềng,70716,Xã Phú Trung,7071617
Bình Phước,707,Huyện Phú Riềng,70716,Xã Phước Tân,7071615
Bình Phước,707,Huyện Đồng Phú,70701,Thị trấn Tân Phú,7070109
Bình Phước,707,Huyện Đồng Phú,70701,Xã Thuận Lợi,7070111
Bình Phước,707,Huyện Đồng Phú,70701,Xã Thuận Phú,7070119
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân Hoà,7070117
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân Hưng,7070113
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân Lập,7070105
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân Phước,7070101
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân Tiến,7070107
Bình Phước,707,Huyện Đồng Phú,70701,Xã Tân lợi,7070115
Bình Phước,707,Huyện Đồng Phú,70701,Xã Đồng Tiến,7070121
Bình Phước,707,Huyện Đồng Phú,70701,Xã Đồng Tâm,7070103
Bình Phước,707,Thị xã  Bình Long,70709,Phường An Lộc,7070909
Bình Phước,707,Thị xã  Bình Long,70709,Phường Hưng Chiến,7070931
Bình Phước,707,Thị xã  Bình Long,70709,Phường Phú Thịnh,7070933
Bình Phước,707,Thị xã  Bình Long,70709,Phường Phú Đức,7070935
Bình Phước,707,Thị xã  Bình Long,70709,Xã An Khương(Hết hiệu lực),7070913
Bình Phước,707,Thị xã  Bình Long,70709,Xã An Phú(Hết hiệu lực),7070915
Bình Phước,707,Thị xã  Bình Long,70709,Xã Minh Tâm(Hết hiệu lực),7070927
Bình Phước,707,Thị xã  Bình Long,70709,Xã Minh Đức(Hết hiệu lực),7070919
Bình Phước,707,Thị xã  Bình Long,70709,Xã Phước An(Hết hiệu lực),7070921
Bình Phước,707,Thị xã  Bình Long,70709,Xã Thanh An(Hết hiệu lực),7070911
Bình Phước,707,Thị xã  Bình Long,70709,Xã Thanh Bình(Hết hiệu lực),7070923
Bình Phước,707,Thị xã  Bình Long,70709,Xã Thanh Lương,7070903
Bình Phước,707,Thị xã  Bình Long,70709,Xã Thanh Phú,7070901
Bình Phước,707,Thị xã  Bình Long,70709,Xã Tân Hiệp(Hết hiệu lực),7070929
Bình Phước,707,Thị xã  Bình Long,70709,Xã Tân Hưng(Hết hiệu lực),7070905
Bình Phước,707,Thị xã  Bình Long,70709,Xã Tân Khai(Hết hiệu lực),7070907
Bình Phước,707,Thị xã  Bình Long,70709,Xã Tân Lợi(Hết hiệu lực),7070917
Bình Phước,707,Thị xã  Bình Long,70709,Xã Đồng Nơ(Hết hiệu lực),7070925
Bình Phước,707,Thị xã  Phước Long,70703,Phường Long Phước,7070345
Bình Phước,707,Thị xã  Phước Long,70703,Phường Long Thuỷ,7070343
Bình Phước,707,Thị xã  Phước Long,70703,Phường Phước Bình,7070305
Bình Phước,707,Thị xã  Phước Long,70703,Phường Sơn Giang,7070321
Bình Phước,707,Thị xã  Phước Long,70703,Phường Thác Mơ,7070313
Bình Phước,707,Thị xã  Phước Long,70703,Xã Bình Sơn(Hết hiệu lực),7070325
Bình Phước,707,Thị xã  Phước Long,70703,Xã Bình Thắng(Hết hiệu lực),7070307
Bình Phước,707,Thị xã  Phước Long,70703,Xã Bình Tân(Hết hiệu lực),7070337
Bình Phước,707,Thị xã  Phước Long,70703,Xã Bù Gia Mâp(Hết hiệu lực),7070315
Bình Phước,707,Thị xã  Phước Long,70703,Xã Bù Nho(Hết hiệu lực),7070329
Bình Phước,707,Thị xã  Phước Long,70703,Xã Long Bình(Hết hiệu lực),7070323
Bình Phước,707,Thị xã  Phước Long,70703,Xã Long Giang,7070347
Bình Phước,707,Thị xã  Phước Long,70703,Xã Long Hà(Hết hiệu lực),7070303
Bình Phước,707,Thị xã  Phước Long,70703,Xã Long Hưng(Hết hiệu lực),7070309
Bình Phước,707,Thị xã  Phước Long,70703,Xã Long Tân(Hết hiệu lực),7070311
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phú Nghĩa(Hết hiệu lực),7070335
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phú Riềng(Hết hiệu lực),7070333
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phú Trung(Hết hiệu lực),7070331
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phú Văn(Hết hiệu lực),7070341
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phước Minh(Hết hiệu lực),7070339
Bình Phước,707,Thị xã  Phước Long,70703,Xã Phước Tín,7070327
Bình Phước,707,Thị xã  Phước Long,70703,Xã Đa Kia(Hết hiệu lực),7070319
Bình Phước,707,Thị xã  Phước Long,70703,Xã Đak ơ(Hết hiệu lực),7070301
Bình Phước,707,Thị xã  Phước Long,70703,Xã Đức Hạnh(Hết hiệu lực),7070317
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tiến Thành,7071111
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tân Bình,7071107
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tân Phú,7071101
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tân Thiện,7071115
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tân Xuân,7071109
Bình Phước,707,Thị xã Đồng Xoài,70711,Phường Tân Đồng,7071105
Bình Phước,707,Thị xã Đồng Xoài,70711,Xã Tiến Hưng,7071113
Bình Phước,707,Thị xã Đồng Xoài,70711,Xã Tân Thành,7071103
Bình Thuận,715,Huyện Bắc Bình,71505,Thị trấn Chợ Lầu,7150515
Bình Thuận,715,Huyện Bắc Bình,71505,Thị trấn Lương Sơn,7150509
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Bình An,7150501
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Bình Tân,7150533
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Hòa Thắng,7150535
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Hải Ninh,7150507
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Hồng Phong,7150513
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Hồng Thái,7150531
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Hiệp,7150511
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Hòa,7150527
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Lâm,7150517
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Rí Thành,7150503
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Sơn,7150505
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Thanh,7150529
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Tiến,7150523
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Phan Điền,7150519
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Sông Bình,7150525
Bình Thuận,715,Huyện Bắc Bình,71505,Xã Sông Lũy,7150521
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Thị trấn Ma Lâm,7150723
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Thị trấn Phú Long,7150725
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Chính,7150717
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Hiệp,7150719
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Liêm,7150715
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Phú,7150733
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Thắng,7150701
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Trí,7150711
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hàm Đức,7150713
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hồng Liêm,7150705
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Hồng Sơn,7150709
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã La Dạ,7150727
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Thuận Hòa,7150729
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Thuận Minh,7150707
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Đa Mi,7150721
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Đông Giang,7150731
Bình Thuận,715,Huyện Hàm Thuận Bắc,71507,Xã Đông Tiến,7150703
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Thị trấn Thuận Nam,7150909
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Cường,7150905
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Cần,7150903
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Kiệm,7150917
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Minh,7150901
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Mỹ,7150919
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Hàm Thạnh,7150915
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Mương Mán,7150913
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Mỹ Thạnh,7150911
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Thuận Quí,7150907
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Tân Lập,7150921
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Tân Thuận,7150923
Bình Thuận,715,Huyện Hàm Thuận Nam,71509,Xã Tân Thành,7150925
Bình Thuận,715,Huyện Hàm Tân,71514,Thị Trấn Tân Nghĩa,7151411
Bình Thuận,715,Huyện Hàm Tân,71514,Thị trấn La Gi- chuyển sang Thị xã La Gi,7151403
Bình Thuận,715,Huyện Hàm Tân,71514,Thị trấn Tân Minh,7151409
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Sông Phan,7151413
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Sơn Mỹ,7151407
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Thắng Hải,7151421
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Tân Hà,7151417
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Tân Phúc,7151401
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Tân Thắng,7151415
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Tân Xuân,7151419
Bình Thuận,715,Huyện Hàm Tân,71514,Xã Tân Đức,7151405
Bình Thuận,715,Huyện Phú Quý,71517,Xã Long Hải,7151705
Bình Thuận,715,Huyện Phú Quý,71517,Xã Ngũ Phụng,7151703
Bình Thuận,715,Huyện Phú Quý,71517,Xã Tam Thanh,7151701
Bình Thuận,715,Huyện Tuy Phong,71503,Thị trấn Liên Hương,7150309
Bình Thuận,715,Huyện Tuy Phong,71503,Thị trấn Phan Rí Cửa,7150303
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Bình Thạnh,7150321
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Chí Công,7150307
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Hoà Phú (hết hiệu lực),7150323
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Hòa Minh,7150319
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Phan Dũng,7150311
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Phong Phú,7150301
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Phú Lạc,7150305
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Phước Thể,7150317
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Vĩnh Hảo,7150313
Bình Thuận,715,Huyện Tuy Phong,71503,Xã Vĩnh Tân,7150315
Bình Thuận,715,Huyện Tánh Linh,71511,Thị trấn Lạc Tánh,7151111
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Bắc Ruộng,7151103
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Gia An,7151107
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Gia Huynh,7151125
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Huy Khiêm,7151105
Bình Thuận,715,Huyện Tánh Linh,71511,Xã La Ngâu,7151117
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Măng Tố,7151113
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Nghị Đức,7151115
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Suối Kiết,7151127
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Đồng Kho,7151121
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Đức Bình,7151123
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Đức Phú,7151101
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Đức Thuận,7151109
Bình Thuận,715,Huyện Tánh Linh,71511,Xã Đức Tân (hết hiệu lực),7151119
Bình Thuận,715,Huyện Đức Linh,71515,Thị trấn Võ Xu,7151509
Bình Thuận,715,Huyện Đức Linh,71515,Thị trấn Đức Tài,7151511
Bình Thuận,715,Huyện Đức Linh,71515,Xã Mê Pu,7151515
Bình Thuận,715,Huyện Đức Linh,71515,Xã Nam Chính,7151501
Bình Thuận,715,Huyện Đức Linh,71515,Xã Sùng Nhơn,7151513
Bình Thuận,715,Huyện Đức Linh,71515,Xã Trà Tân,7151525
Bình Thuận,715,Huyện Đức Linh,71515,Xã Tân Hà,7151507
Bình Thuận,715,Huyện Đức Linh,71515,Xã Vũ Hoà,7151521
Bình Thuận,715,Huyện Đức Linh,71515,Xã Đa Kai,7151503
Bình Thuận,715,Huyện Đức Linh,71515,Xã Đông Hà,7151523
Bình Thuận,715,Huyện Đức Linh,71515,Xã Đức Chính (hết hiệu lực),7151505
Bình Thuận,715,Huyện Đức Linh,71515,Xã Đức Hạnh,7151517
Bình Thuận,715,Huyện Đức Linh,71515,Xã Đức Tín,7151519
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Bình Hưng,7150123
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Hàm Tiến,7150115
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Hưng Long,7150129
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Lạc Đạo,7150109
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Mũi Né,7150113
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Phú Hài,7150105
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Phú Thủy,7150117
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Phú Trinh,7150119
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Phú Tài,7150101
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Thanh Hải,7150121
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Xuân An,7150107
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Đức Long,7150131
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Đức Nghĩa,7150125
Bình Thuận,715,Thành phố  Phan Thiết,71501,Phường Đức Thắng,7150127
