,Công ty 1,Thông tin hoá đơn,Công ty 2,Tên quốc tế,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh,Tên viết tắt
298,4800150298 - CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG NGỌC TRƯỜNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
299,4800655203 - CÔNG TY TNHH ĐẠT PHÚC,,,,,,,,,,,,,
300,4800132115 - CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG BÌNH TIẾN,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
301,4800890302 - CÔNG TY TNHH XÂY DỰNG 289 CAO BẰNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
302,0101282745 - CÔNG TY CỔ PHẦN TÂM VIỆT,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
303,4800147601 - CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI TỔNG HỢP,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG.,0104489787 - CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG,NGOC HUNG TRADING AND CONSTRUCTION COMPANY LIMITED,0104489787,"P304, tập thể Bộ văn hoá thông tin, ngõ 63, phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Nguyễn Ngọc Sơn,0436362151 042212,2010-02-02,Chi cục Thuế Quận Hai Bà Trưng,,,,"HUNGTRACO., LTD"
304,4800155433 - CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG HẰNG NGA,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
305,4800799974 - CÔNG TY TNHH PHA LÊ CAO BẰNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG.,0104489787 - CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG,NGOC HUNG TRADING AND CONSTRUCTION COMPANY LIMITED,0104489787,"P304, tập thể Bộ văn hoá thông tin, ngõ 63, phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Nguyễn Ngọc Sơn,0436362151 042212,2010-02-02,Chi cục Thuế Quận Hai Bà Trưng,,,,"HUNGTRACO., LTD"
306,4800152834 - CÔNG TY CỔ PHẦN DU LỊCH CAO BẰNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG.,0104489787 - CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGỌC HƯNG,NGOC HUNG TRADING AND CONSTRUCTION COMPANY LIMITED,0104489787,"P304, tập thể Bộ văn hoá thông tin, ngõ 63, phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Nguyễn Ngọc Sơn,0436362151 042212,2010-02-02,Chi cục Thuế Quận Hai Bà Trưng,,,,"HUNGTRACO., LTD"
307,4800153041 - CÔNG TY CỔ PHẦN THƯƠNG MẠI TỔNG HỢP CAO BẰNG,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
308,4800157222 - HTX TIÊN PHONG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
309,4800115198 - CÔNG TY TRÁCH NHIỆM HỮU HẠN QUANG MINH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
310,4800143364 - DOANH NGHIỆP XĂNG DẦU KHÁNH TÙNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
311,4800913616 - TRUNG TÂM VĂN HÓA VÀ TRUYỀN THÔNG HUYỆN HÒA AN,,,,,,,,,,,,,
312,4800166795 - CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI PHÚ ANH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG.,4800104686 - CÔNG TY CỔ PHẦN IN VIỆT LẬP CAO BẰNG,,4800104686,"Tổ 1 Tân An, Phường Tân Giang, Thành phố Cao Bằng, Tỉnh Cao Bằng, Việt Nam",NÔNG MINH HOẠT,0206 3 852303,2007-01-17,Cục Thuế Tỉnh Cao Bằng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
313,0800275349 - CÔNG TY CỔ PHẦN THƯƠNG MẠI CHÍ LINH,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN DỊCH VỤ T-VAN HILO.,0106713804 - CÔNG TY CỔ PHẦN DỊCH VỤ T-VAN HILO,T-VAN HILO SERVICES JOINT STOCK COMPANY,0106713804,"Số 18 Đoàn Trần Nghiệp, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","NGUYỄN ĐỨC TÙNG
Ngoài ra NGUYỄN ĐỨC TÙNG còn đại diện các doanh nghiệp:
CÔNG TY CỔ PHẦN DỊCH VỤ T-VAN HILO – CHI NHÁNH TP HỒ CHÍ MINH",Bị ẩn theo yêu cầu người dùng,2014-12-16,Chi cục Thuế Quận Hai Bà Trưng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,"T-VAN HILO .,JSC"
314,0800246771 - XÍ NGHIỆP XÂY LẮP ĐIỆN THANH BÌNH,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
315,0800902896 - CÔNG TY TNHH MỘT THÀNH VIÊN TRIỆU LONG THỦY,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE.,0106026495 - CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,M-INVOICE ELECTRONIC BILL COMPANY LIMITED,0106026495,"Số nhà 16, ngõ 269/1, đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","LÊ THANH DŨNG
Ngoài ra LÊ THANH DŨNG còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN GIẢI PHÁP HÓA ĐƠN ĐIỆN TỬ VIỆT NAM
M-INVOICE - KIỂM THỬ HĐĐT KHÔNG MÃ
M-INVOICE - KIỂM THỬ HĐĐT CÓ MÃ",0901801618,2012-11-02,Chi cục thuế Quận Hoàng Mai,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Xuất bản phần mềm,"M-INVOICE CO., LTD"
316,0800842319 - CÔNG TY CỔ PHẦN LILAMA 69-1 PHẢ LẠI,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
317,0800065006 - CÔNG TY TNHH DƯƠNG CHUYÊN,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
318,0800529297 - CÔNG TY TNHH MỘT THÀNH VIÊN TRUNG THANH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VÀ VẬT TƯ HẢI DƯƠNG.,0800010670 - CÔNG TY CỔ PHẦN IN VÀ VẬT TƯ HẢI DƯƠNG,HAI DUONG MATERIAL AND PRINTING JIONT - STOCK COMPANY,0800010670,"Đường An Thái, Phường Bình Hàn, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",VŨ VĂN MINH,03203855508,2006-01-24,Cục Thuế Tỉnh Hải Dương,,,In ấn,
319,0100769649 - CÔNG TY CỔ PHẦN THÔNG TIN TÍN HIỆU ĐƯỜNG SẮT HÀ NỘI,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN BKAV.,0101360697 - CÔNG TY CỔ PHẦN BKAV,BKAV CORPORATION,0101360697,"Tầng 2, tòa nhà HH1-khu đô thị Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","NGUYỄN TỬ QUẢNG
Ngoài ra NGUYỄN TỬ QUẢNG còn đại diện các doanh nghiệp:
CÔNG TY CP PHẦN MỀM DIỆT VIRUS BKAV",Bị ẩn theo yêu cầu người dùng,2003-04-17,Chi cục Thuế Quận Cầu Giấy,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,
320,0600016097 - CÔNG TY CỔ PHẦN DỆT LỤA NAM ĐỊNH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN HẢI HƯNG.,0600635523 - CÔNG TY CỔ PHẦN IN HẢI HƯNG,HAI HUNG PRINTING JOINT STOCK COMPANY,0600635523,"1/6 Trần Nguyên Đán, Phường Lộc Hòa, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam","Phạm Mạnh Thường
Ngoài ra Phạm Mạnh Thường còn đại diện các doanh nghiệp:
XƯỞNG SẢN XUẤT - CÔNG TY CỔ PHẦN IN HẢI HƯNG",03503836336 - 09132,2009-06-23,Chi cục Thuế khu vực Thành phố Nam Định - Mỹ Lộc,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,"HAIHUNG.,JSC"
321,0600451325 - CÔNG TY CỔ PHẦN CORPORATION HƯNG THỊNH,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
322,0600378259 - CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ XÂY DỰNG HẢI HẬU,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH THÀNH NĂM.,0600344517 - CÔNG TY TNHH THÀNH NĂM,THANH NAM COMPANY LIMITED,0600344517,"Khu 3, Thị Trấn Yên Định, Huyện Hải Hậu, Tỉnh Nam Định, Việt Nam",PHẠM VĂN NĂM ( sinh năm 1969 - Nam Định) Ẩn thông tin,02283877937,2006-02-13,Chi cục Thuế Huyện Hải Hậu,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn máy móc, thiết bị và phụ tùng máy khác","THANH NAM CO.,LTD"
323,0100686174-440 - NGÂN HÀNG NÔNG NGHIỆP VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM - CHI NHÁNH HUYỆN HẢI HẬU NAM ĐỊNH,,,,,,,,,,,,,
324,0600337397 - CÔNG TY CỔ PHẦN PHÁT CƯỜNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN GIẤY - BAO BÌ NAM AN.,0600407580 - CÔNG TY CỔ PHẦN GIẤY - BAO BÌ NAM AN,NAM AN PAPER - PACKAGING JOINT STOCK COMPANY,0600407580,"6/89 Bến Ngự, Phường Phan Đình Phùng, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam","ĐỖ TRỌNG THÀNH
Ngoài ra ĐỖ TRỌNG THÀNH còn đại diện các doanh nghiệp:
ĐỊA ĐIỂM KINH DOANH - CÔNG TY CỔ PHẦN GIẤY - BAO BÌ NAM AN",03503834777,2007-10-12,Chi cục Thuế khu vực Thành phố Nam Định - Mỹ Lộc,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu,"NAPACO ., JSC"
325,0600339595 - CÔNG TY TNHH NGỌC CẢNH,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
326,0600297105 - CÔNG TY TNHH XÂY DỰNG HÀ NAM,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH THƯƠNG MẠI THUẬN YẾN.,0600368797 - CÔNG TY TNHH THƯƠNG MẠI THUẬN YẾN,THUAN YEN COMPANY LIMITED,0600368797,"Số 26 đường 19/5, Phường Trần Tế Xương, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam",ĐỖ BÁ DUNG,0916793688,2006-11-02,Chi cục Thuế khu vực Thành phố Nam Định - Mỹ Lộc,,,In ấn,"THUAN YEN CO.,LTD"
327,0600336643 - Doanh nghiệp tư nhân Trọng Tuệ,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH THƯƠNG MẠI THUẬN YẾN.,0600368797 - CÔNG TY TNHH THƯƠNG MẠI THUẬN YẾN,THUAN YEN COMPANY LIMITED,0600368797,"Số 26 đường 19/5, Phường Trần Tế Xương, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam",ĐỖ BÁ DUNG,0916793688,2006-11-02,Chi cục Thuế khu vực Thành phố Nam Định - Mỹ Lộc,,,In ấn,"THUAN YEN CO.,LTD"
