STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
503,CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,,34 Trần Phú - Phường Vĩnh Thanh - TP. Rạch Giá - Tỉnh Kiên Giang,1700113586,Kiên Giang,CKG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CKG
504,CÔNG TY CP THƯƠNG MẠI KIÊN GIANG,,190 Trần Phú - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700523208,Kiên Giang,KTC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KTC
505,NGÂN HÀNG TMCP KIÊN LONG,,40-42-44 Phạm Hồng Thái - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700197787,Kiên Giang,KLB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KLB
510,CÔNG TY CP TẬP ĐOÀN HOÀNG LONG,,"Tòa nhà Hoàng Long, Số 68 Nguyễn Trung Trực - Khu phố 9 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An",1100414052,Long An,HLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HLG
520,CÔNG TY CP MAY SÔNG HỒNG,,Số 105 Đường Nguyễn Đức Thuận - Phường Thống Nhất - TP. Nam Định - Tỉnh Nam Định,0600333307,Nam Định,MSH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MSH
523,NGÂN HÀNG TMCP BẮC Á,,117 Quang Trung - Phường Quang Trung - TP. Vinh - Tỉnh Nghệ An,2900325526,Nghệ An,BAB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BAB
525,CÔNG TY CP GIẤY VIỆT TRÌ,,Đường Sông Thao - Phường Bến Gót - TP. Việt Trì - Tỉnh Phú Thọ,2600107284,Phú Thọ,GVT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GVT
537,CÔNG TY CP THỰC PHẨM SAO TA,,"Km 2132, Quốc lộ 1A - Phường 2 - TP. Sóc Trăng - Tỉnh Sóc Trăng",2200208753,Sóc Trăng,FMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FMC
542,CÔNG TY CP GIỐNG BÒ SỮA MỘC CHÂU,,Thị Trấn Nông Trường Mộc Châu - Thị trấn NT Mộc Châu - Huyện Mộc Châu - Tỉnh Sơn La,5500154060,Sơn La,MCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCM
545,CÔNG TY CP DAMSAN,,"Lô A4, đường Bùi Viện, KCN Nguyễn Đức Cảnh - Phường Trần Hưng Đạo - TP. Thái Bình - Tỉnh Thái Bình",1000389853,Thái Bình,ADS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ADS
546,CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI TNG,,"Số 434/1, Đường Bắc Kạn - Phường Hoàng Văn Thụ - TP. Thái Nguyên - Tỉnh Thái Nguyên",4600305723,Thái Nguyên,TNG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TNG
547,CÔNG TY CP GANG THÉP THÁI NGUYÊN,,Tổ 21 - Phường Cam Giá - TP. Thái Nguyên - Tỉnh Thái Nguyên,4600100155,Thái Nguyên,TIS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TIS
552,CÔNG TY CP MÍA ĐƯỜNG LAM SƠN,,Thị Trấn Lam Sơn-Huyện Thọ Xuân-Tỉnh Thanh Hóa,2800463346,Thanh Hóa,LSS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LSS
559,CÔNG TY CỔ PHẦN SEAREFICO,,"Lầu 14, Tòa nhà VP Centec Tower, Số 72 - 74 Nguyễn Thị Minh Khai - Phường 6 - Quận 3 - TP. Hồ Chí Minh",0301825452,TP Hồ Chí Minh,SRF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SRF
565,CÔNG TY CP BÓNG ĐÈN ĐIỆN QUANG,,125 Hàm Nghi-Phường Nguyễn Thái Bình- Quận 1-TP. Hồ Chí Minh,0300363808,TP Hồ Chí Minh,DQC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DQC
566,CÔNG TY CP CẢNG RAU QUẢ,,Số 1 Nguyễn Văn Quỳ - Phường Phú Thuận - Quận 7 - TP. Hồ Chí Minh,0302336158,TP Hồ Chí Minh,VGP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VGP
568,CÔNG TY CP CHỨNG KHOÁN BẢN VIỆT,,"Tầng 15, Tháp tài chính Bitexco, số 2 Hải Triều, Quận 1, Tp. Hồ Chí Minh, Việt Nam",0305299779,TP Hồ Chí Minh,VCI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VCI
569,CÔNG TY CP CHỨNG KHOÁN TP. HỒ CHÍ MINH,,"Tầng 5, 6 Toà Nhà Ab, 76 Lê Lai - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh",0302910950,TP Hồ Chí Minh,HCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HCM
570,CÔNG TY CP CITY AUTO,,218 Quốc Lộ 13 - Phường Hiệp Bình Chánh - Quận Thủ Đức - TP. Hồ Chí Minh,0307979603,TP Hồ Chí Minh,CTF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CTF
572,CÔNG TY CP CƠ ĐIỆN LẠNH,,364 Cộng Hòa - Phường 13 - Quận Tân Bình - TP. Hồ Chí Minh,0300741143,TP Hồ Chí Minh,REE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=REE
580,CÔNG TY CP ĐẦU TƯ HẠ TẦNG KỸ THUẬT TP. HỒ CHÍ MINH,,3A Nguyễn Văn Thủ - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0302483177,TP Hồ Chí Minh,CII,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CII
583,CÔNG TY CP ĐẦU TƯ NĂM BẢY BẢY,,"Tòa nhà Carina Plaza, 1648 Võ Văn Kiệt - Phường 16 - Quận 8 - TP. Hồ Chí Minh",0303885305,TP Hồ Chí Minh,NBB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NBB
584,CÔNG TY CP ĐẦU TƯ NAM LONG,,Số 6 Nguyễn Khắc Viện - Phường Tân Phú - Quận 7 - TP. Hồ Chí Minh,0301438936,TP Hồ Chí Minh,NLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NLG
586,CÔNG TY CP ĐẦU TƯ SÀI GÒN VRG,,"Lô TT2-1, Đường D4, KCN Đông Nam - Xã Hòa Phú - Huyện Củ Chi - TP. Hồ Chí Minh",0305268812,TP Hồ Chí Minh,SIP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SIP
587,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI SMC,,Số 396 Ung Văn Khiêm - Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh,0303522206,TP Hồ Chí Minh,SMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SMC
588,CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH NHÀ KHANG ĐIỀN,,"Phòng 1&2, Tầng 11, Tòa nhà Saigon Centre, 67 Lê Lợi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0302588596,TP Hồ Chí Minh,KDH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KDH
589,CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN AN GIA,,30 Nguyễn Thị Diệu-Phường 06-Quận 3-Thành phố Hồ Chí Minh,0311500196,TP Hồ Chí Minh,AGG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AGG
595,CÔNG TY CP DỆT MAY - ĐẦU TƯ - THƯƠNG MẠI THÀNH CÔNG,,36 Tây Thạnh - Phường Tây Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0301446221,TP Hồ Chí Minh,TCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TCM
597,CÔNG TY CP DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT,,"Lô E2a-3 đường D1, khu Công nghệ cao, TP. Thủ Đức, TP.Hồ Chí Minh",0301447426,TP Hồ Chí Minh,HPT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HPT
599,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,Lầu 5 - PetroVietnam Tower - số 1-5 Lê Duẩn - Quận 1 - TP. Hồ Chí Minh,0100150577,TP Hồ Chí Minh,PVS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVS
600,CÔNG TY CP DỊCH VỤ Ô TÔ HÀNG XANH,,333 Điện Biên Phủ - Phường 15 - Quận Bình Thạnh - TP. Hồ Chí Minh,0302000126,TP Hồ Chí Minh,HAX,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAX
601,CÔNG TY CP DỊCH VỤ TỔNG HỢP SÀI GÒN,,66B - 68 Nam Kỳ Khởi Nghĩa - Phường Nguyễn Thái Bình - Quận 1 - TP. Hồ Chí Minh,0301154821,TP Hồ Chí Minh,SVC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SVC
605,CÔNG TY CP DƯỢC PHẨM OPC,,1017 Hồng Bàng - Phường 12 - Quận 6 - TP. Hồ Chí Minh,0302560110,TP Hồ Chí Minh,OPC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=OPC
606,CÔNG TY CP GEMADEPT,,Số 6 Lê Thánh Tôn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0301116791,TP Hồ Chí Minh,GMD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GMD
611,Công ty TNHH MasanConsumerHoldings,,"Tầng 12, Tòa nhà Mplaza Saigon, Số 39 Lê Duẩn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0302017440,TP Hồ Chí Minh,MCH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCH
613,CÔNG TY CP HÓA - DƯỢC PHẨM MEKOPHAR,,297/5 Lý Thường Kiệt - Phường 15 - Quận 11 - TP. Hồ Chí Minh,0302533156,TP Hồ Chí Minh,MKP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MKP
615,CÔNG TY CP HƯNG THỊNH INCONS,,53 Trần Quốc Thảo - Phường Võ Thị Sáu - Quận 3 - TP. Hồ Chí Minh,0305371707,TP Hồ Chí Minh,HTN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HTN
616,CÔNG TY CP IN VÀ BAO BÌ MỸ CHÂU,,18 Lũy Bán Bích - Phường Tân Thới Hòa - Quận Tân Phú - TP. Hồ Chí Minh,0301671386,TP Hồ Chí Minh,MCP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCP
620,CÔNG TY CP LIZEN,,"24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP. Hồ Chí Minh",0302310209,TP Hồ Chí Minh,LCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LCG
621,CÔNG TY CP LOGISTICS VINALINK,,145-147 Nguyễn Tất Thành - Phường 13 - Quận 4 - TP. Hồ Chí Minh,0301776205,TP Hồ Chí Minh,VNL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VNL
625,Tổng Công ty Khí Việt Nam-CTCP,,Tòa nhà PVGas Tower - 673 Nguyễn Hữu Thọ - Xã Phước Kiến - Huyện Nhà Bè - TP. Hồ Chí Minh,3500102710,TP Hồ Chí Minh,GAS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GAS
626,CÔNG TY CP PHÁT HÀNH SÁCH TP. HỒ CHÍ MINH - FAHASA,,60-62 Lê Lợi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0304132047,TP Hồ Chí Minh,FHS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FHS
627,CÔNG TY CP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT,,"Tầng 8 và 9 Tháp B, Tòa nhà Viettel, 285 Đường Cách Mạng Tháng Tám - Phường 12 - Quận 10 - TP. Hồ Chí Minh",0303493756,TP Hồ Chí Minh,PDR,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PDR
630,CÔNG TY CP RẠNG ĐÔNG HOLDING,,190 Lạc Long Quân - Phường 3 - Quận 11 - TP. Hồ Chí Minh,0300384357,TP Hồ Chí Minh,RDP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=RDP
632,CÔNG TY CP SAM HOLDINGS,,"152/11B Điện Biên Phủ, P.25, Quận Bình Thạnh, TP.Hồ Chí Minh",3600253537,TP Hồ Chí Minh,SAM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SAM
633,CÔNG TY CP SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH,,334A Phan Văn Trị - Phường 11 - Quận Bình Thạnh - TP. Hồ Chí Minh,0302181666,TP Hồ Chí Minh,GIL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GIL
636,CÔNG TY CP SIÊU THANH,,A20 Tân Phong Nguyễn Hữu Thọ-Phường Tân Phong-Quận 7-TP. Hồ Chí Minh,0302563707,TP Hồ Chí Minh,ST8,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ST8
637,CÔNG TY CP TẬP ĐOÀN BAMBOO CAPITAL,,"Tầng 14, Vincom Center, 72 Lê Thánh Tôn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0311315789,TP Hồ Chí Minh,BCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BCG
638,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA,,"Phòng 805, Lầu 8, Tòa nhà Paragon, Số 3 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",0303224471,TP Hồ Chí Minh,ASP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ASP
639,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,,313B-315 Nam Kỳ Khởi Nghĩa - Phường 07 - Quận 3 - TP. Hồ Chí Minh,0301444753,TP Hồ Chí Minh,NVL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NVL
