STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
554,CÔNG TY CP THIẾT BỊ VẬT TƯ Y TẾ THANH HOÁ,,109 Nguyễn Trãi - Phường Ba Đình - TP. Thanh Hóa - Tỉnh Thanh Hóa,2800588271,Thanh Hóa,,
555,TỔNG CÔNG TY CỔ PHẦN MIỀN TRUNG,,"Số 137, Đường Lý Nam Đế - Phường Đông Hương - TP. Thanh Hoá - Tỉnh Thanh Hoá",2800976203,Thanh Hóa,,
556,CÔNG TY CP DƯỢC MEDIPHARCO,,8 Nguyễn Trường Tộ - Phường Phước Vĩnh - TP. Huế - Tỉnh Thừa Thiên Huế,3300101406,Thừa Thiên Huế,,
557,CÔNG TY TNHH THƯƠNG MẠI CARLSBERG VIỆT NAM,,"Tầng 8, Tòa nhà BIDV, 41 Hùng Vương - Phường Phú Hội - TP. Huế - Tỉnh Thừa Thiên Huế",0102314245,Thừa Thiên Huế,,
558,Tập đoàn Central Retail Việt Nam,,"163 Đường Phan Đăng Lưu, Phường 01, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",312467752,TP Hồ Chí Minh,,
559,CÔNG TY CỔ PHẦN SEAREFICO,,"Lầu 14, Tòa nhà VP Centec Tower, Số 72 - 74 Nguyễn Thị Minh Khai - Phường 6 - Quận 3 - TP. Hồ Chí Minh",0301825452,TP Hồ Chí Minh,SRF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SRF
560,Tập đoàn Đầu tư và Phát triển kinh tế NovaGroup,,"65 Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0313468212,TP Hồ Chí Minh,,
561,CÔNG TY CP Á ĐÔNG ADG,,178/4A Phan Đăng Lưu - Phường 3 - Quận Phú Nhuận - TP. Hồ Chí Minh,0308113486,TP Hồ Chí Minh,,
562,CÔNG TY CP AZB,,"Số 24-24A Đường số 6, Khu đô thị mới Him Lam - Phường Tân Hưng - Quận 7 - TP. Hồ Chí Minh",0310734321,TP Hồ Chí Minh,,
563,CÔNG TY CP BẢO HIỂM VIỄN ĐÔNG,,99 Trần Hưng Đạo - Phường Cầu Ông Lãnh - Quận 1 - TP. Hồ Chí Minh,0303099446,TP Hồ Chí Minh,,
564,CÔNG TY CP BM WINDOWS,,Newtecons Tower - 96 Phan Đăng Lưu - Phường 5 - Quận Phú Nhuận - TP. Hồ Chí Minh,0313919539,TP Hồ Chí Minh,,
565,CÔNG TY CP BÓNG ĐÈN ĐIỆN QUANG,,125 Hàm Nghi-Phường Nguyễn Thái Bình- Quận 1-TP. Hồ Chí Minh,0300363808,TP Hồ Chí Minh,DQC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DQC
566,CÔNG TY CP CẢNG RAU QUẢ,,Số 1 Nguyễn Văn Quỳ - Phường Phú Thuận - Quận 7 - TP. Hồ Chí Minh,0302336158,TP Hồ Chí Minh,VGP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VGP
567,CÔNG TY CP CÁP ĐIỆN THỊNH PHÁT,,144A Hồ Học Lãm - Phường An Lạc - Quận Bình Tân - TP. Hồ Chí Minh,0315767095,TP Hồ Chí Minh,,
568,CÔNG TY CP CHỨNG KHOÁN BẢN VIỆT,,"Tầng 15, Tháp tài chính Bitexco, số 2 Hải Triều, Quận 1, Tp. Hồ Chí Minh, Việt Nam",0305299779,TP Hồ Chí Minh,VCI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VCI
569,CÔNG TY CP CHỨNG KHOÁN TP. HỒ CHÍ MINH,,"Tầng 5, 6 Toà Nhà Ab, 76 Lê Lai - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh",0302910950,TP Hồ Chí Minh,HCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HCM
570,CÔNG TY CP CITY AUTO,,218 Quốc Lộ 13 - Phường Hiệp Bình Chánh - Quận Thủ Đức - TP. Hồ Chí Minh,0307979603,TP Hồ Chí Minh,CTF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CTF
571,CÔNG TY CP CƠ ĐIỆN ĐOÀN NHẤT,,323/A9 Đào Duy Anh - Phường 09 - Quận Phú Nhuận - TP. Hồ Chí Minh,0305289273,TP Hồ Chí Minh,,
572,CÔNG TY CP CƠ ĐIỆN LẠNH,,364 Cộng Hòa - Phường 13 - Quận Tân Bình - TP. Hồ Chí Minh,0300741143,TP Hồ Chí Minh,REE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=REE
573,CÔNG TY CP CƠ KHÍ XÂY DỰNG THƯƠNG MẠI ĐẠI DŨNG,,121-123 Bạch Đằng - Phường 2 - Quận Tân Bình - TP. Hồ Chí Minh,0301932246,TP Hồ Chí Minh,,
574,CÔNG TY CP CÔNG NGHỆ ELITE,,289/1 Ung Văn Khiêm - Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh,0303853575,TP Hồ Chí Minh,,
575,CÔNG TY CP CÔNG NGHIỆP VĨNH TƯỜNG,,"Tầng 8 - Tòa nhà SOFIC, Số 10 Đường Mai Chí Thọ - Quận 2 - TP. Hồ Chí Minh",0304075529,TP Hồ Chí Minh,,
576,CÔNG TY CP DAIKIN AIR CONDITIONING (VIETNAM),,Tầng 14-15 Tòa nhà Văn phòng Nam Á - Số 201-203 - Cách Mạng Tháng Tám - Quận 3 - TP. Hồ Chí Minh,0301450108,TP Hồ Chí Minh,,
577,CÔNG TY CP DATVIET MEDIA,,222 Pasteur-Phường 06-Quận 3-TP. Hồ Chí Minh,0304752594,TP Hồ Chí Minh,,
578,CÔNG TY CP DATVIET VAC GROUP HOLDINGS,,222 Pasteur - Phường Võ Thị Sáu - Quận 3 - TP. Hồ Chí Minh,0315744468,TP Hồ Chí Minh,,
579,CÔNG TY CP DẦU THỰC VẬT TÂN BÌNH,,889 Trường Chinh - Phường Tây Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0303587122,TP Hồ Chí Minh,,
580,CÔNG TY CP ĐẦU TƯ HẠ TẦNG KỸ THUẬT TP. HỒ CHÍ MINH,,3A Nguyễn Văn Thủ - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0302483177,TP Hồ Chí Minh,CII,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CII
581,CÔNG TY CP ĐẦU TƯ LBM,,Số 184 Nam Kỳ Khởi Nghĩa - Phường 6 - Quận 3 - TP. Hồ Chí Minh,0308783233,TP Hồ Chí Minh,,
582,CÔNG TY CP ĐẦU TƯ MAI TIẾN PHÁT,,"Số 33 Đường 211A, Khu phố 4 - Phường Tân Phú - TP. Thủ Đức - TP. Hồ Chí Minh",0309930593,TP Hồ Chí Minh,,
583,CÔNG TY CP ĐẦU TƯ NĂM BẢY BẢY,,"Tòa nhà Carina Plaza, 1648 Võ Văn Kiệt - Phường 16 - Quận 8 - TP. Hồ Chí Minh",0303885305,TP Hồ Chí Minh,NBB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NBB
584,CÔNG TY CP ĐẦU TƯ NAM LONG,,Số 6 Nguyễn Khắc Viện - Phường Tân Phú - Quận 7 - TP. Hồ Chí Minh,0301438936,TP Hồ Chí Minh,NLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NLG
585,CÔNG TY CP ĐẦU TƯ PHAN VŨ,,A2 Trường Sơn - Phường 2 - Quận Tân Bình - TP. Hồ Chí Minh,0302217087,TP Hồ Chí Minh,,
586,CÔNG TY CP ĐẦU TƯ SÀI GÒN VRG,,"Lô TT2-1, Đường D4, KCN Đông Nam - Xã Hòa Phú - Huyện Củ Chi - TP. Hồ Chí Minh",0305268812,TP Hồ Chí Minh,SIP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SIP
587,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI SMC,,Số 396 Ung Văn Khiêm - Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh,0303522206,TP Hồ Chí Minh,SMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SMC
588,CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH NHÀ KHANG ĐIỀN,,"Phòng 1&2, Tầng 11, Tòa nhà Saigon Centre, 67 Lê Lợi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0302588596,TP Hồ Chí Minh,KDH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KDH
589,CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN AN GIA,,30 Nguyễn Thị Diệu-Phường 06-Quận 3-Thành phố Hồ Chí Minh,0311500196,TP Hồ Chí Minh,AGG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AGG
590,CÔNG TY CP ĐẦU TƯ XÂY DỰNG BCONS,,"176/1 - 176/3, Đường Nguyễn Văn Thương - Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh",0312173537,TP Hồ Chí Minh,,
591,CÔNG TY CP ĐẦU TƯ XÂY DỰNG NEWTECONS,,"Newtecons Tower, 96 Phan Đăng Lưu, Phường 05, Quận Phú Nhuận. TP.Hồ Chí Minh, Việt Nam",0303103212,TP Hồ Chí Minh,,
592,CÔNG TY CP ĐẦU TƯ XÂY DỰNG RICONS,,"Tầng 1, Số 53-55 Bà Huyện Thanh Quan - Phường 6 - Quận 3 - TP. Hồ Chí Minh",0303527596,TP Hồ Chí Minh,,
593,CÔNG TY CP ĐẦU TƯ XÂY DỰNG SOL E&C,,Số 31 Lý Văn Phức - Phường Tân Định - Quận 1 - TP. Hồ Chí Minh,0313541575,TP Hồ Chí Minh,,
594,CÔNG TY CP DÂY CÁP ĐIỆN DAPHACO,,15/15 Khu phố 5 - Phan Văn Hơn - Phường Tân Thới Nhất - Quận 12 - TP. Hồ Chí Minh,0302008774,TP Hồ Chí Minh,,
595,CÔNG TY CP DỆT MAY - ĐẦU TƯ - THƯƠNG MẠI THÀNH CÔNG,,36 Tây Thạnh - Phường Tây Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0301446221,TP Hồ Chí Minh,TCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TCM
596,CÔNG TY CP ĐỊA ỐC PHÚ LONG,,D2-19 KP Mỹ Hưng 2 Nguyễn Văn Linh - Phường Tân Phong - Quận 7 - TP. Hồ Chí Minh,0303739921,TP Hồ Chí Minh,,
597,CÔNG TY CP DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT,,"Lô E2a-3 đường D1, khu Công nghệ cao, TP. Thủ Đức, TP.Hồ Chí Minh",0301447426,TP Hồ Chí Minh,HPT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HPT
598,CÔNG TY CP DỊCH VỤ HÀNG HẢI HÀNG KHÔNG CON CÁ HEO,,39B Trường Sơn - Phường 04 - Quận Tân Bình - TP. Hồ Chí Minh,0305358801,TP Hồ Chí Minh,,
599,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,Lầu 5 - PetroVietnam Tower - số 1-5 Lê Duẩn - Quận 1 - TP. Hồ Chí Minh,0100150577,TP Hồ Chí Minh,PVS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVS
600,CÔNG TY CP DỊCH VỤ Ô TÔ HÀNG XANH,,333 Điện Biên Phủ - Phường 15 - Quận Bình Thạnh - TP. Hồ Chí Minh,0302000126,TP Hồ Chí Minh,HAX,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAX
601,CÔNG TY CP DỊCH VỤ TỔNG HỢP SÀI GÒN,,66B - 68 Nam Kỳ Khởi Nghĩa - Phường Nguyễn Thái Bình - Quận 1 - TP. Hồ Chí Minh,0301154821,TP Hồ Chí Minh,SVC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SVC
602,CÔNG TY CP DỊCH VỤ TRỰC TUYẾN CỘNG ĐỒNG VIỆT,,35 Nguyễn Huệ-Phường Đa Kao-Quận 1-TP. Hồ Chí Minh,0305458683,TP Hồ Chí Minh,,
603,CÔNG TY CP DƯỢC LIỆU TRUNG ƯƠNG 2,,24 Nguyễn Thị Nghĩa - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh,0302597576,TP Hồ Chí Minh,,
604,CÔNG TY CP DƯỢC PHẨM AN THIÊN,,314 Bông Sao - Phường 5 - Quận 8 - TP. Hồ Chí Minh,0305706103,TP Hồ Chí Minh,,
605,CÔNG TY CP DƯỢC PHẨM OPC,,1017 Hồng Bàng - Phường 12 - Quận 6 - TP. Hồ Chí Minh,0302560110,TP Hồ Chí Minh,OPC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=OPC
606,CÔNG TY CP GEMADEPT,,Số 6 Lê Thánh Tôn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0301116791,TP Hồ Chí Minh,GMD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GMD
607,CÔNG TY CP GIAO DỊCH HÀNG HÓA TÂY NGUYÊN,,"Block E, Tầng 3, Phòng 17-18, Lexington Residence, 67 Mai Chí Thọ - Phường An Phú - TP. Thủ Đức - TP. Hồ Chí Minh",6001552050,TP Hồ Chí Minh,,
608,CÔNG TY CP GIAO NHẬN TOÀN CẦU DHL (VIỆT NAM),,"Lầu 11, Etown 2, Số 364 Cộng Hòa - Phường 13 - Quận Tân Bình - TP. Hồ Chí Minh",0305707643,TP Hồ Chí Minh,,
609,CÔNG TY CP GIAO NHẬN VÀ VẬN CHUYỂN IN DO TRẦN,,52 - 54 - 56 Trường Sơn - Phường 2 - Quận Tân Bình - TP. Hồ Chí Minh,0301909173,TP Hồ Chí Minh,,
610,CÔNG TY CP GIAO NHẬN VẬN TẢI CON ONG,,39B Trường Sơn - Phường 4 - Quận Tân Bình - TP. Hồ Chí Minh,0303482440,TP Hồ Chí Minh,,
611,Công ty TNHH MasanConsumerHoldings,,"Tầng 12, Tòa nhà Mplaza Saigon, Số 39 Lê Duẩn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0302017440,TP Hồ Chí Minh,MCH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCH
612,CÔNG TY CP HIM LAM,,234 Ngô Tất Tố - Phường 22 - Quận Bình Thạnh - TP. Hồ Chí Minh,0301437499,TP Hồ Chí Minh,,
613,CÔNG TY CP HÓA - DƯỢC PHẨM MEKOPHAR,,297/5 Lý Thường Kiệt - Phường 15 - Quận 11 - TP. Hồ Chí Minh,0302533156,TP Hồ Chí Minh,MKP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MKP
614,HNC Group,,"L17-11, Tầng 17, Tòa nhà Vincom Center, Số 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0316867800,TP Hồ Chí Minh,,
615,CÔNG TY CP HƯNG THỊNH INCONS,,53 Trần Quốc Thảo - Phường Võ Thị Sáu - Quận 3 - TP. Hồ Chí Minh,0305371707,TP Hồ Chí Minh,HTN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HTN
616,CÔNG TY CP IN VÀ BAO BÌ MỸ CHÂU,,18 Lũy Bán Bích - Phường Tân Thới Hòa - Quận Tân Phú - TP. Hồ Chí Minh,0301671386,TP Hồ Chí Minh,MCP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCP
617,CÔNG TY CP KẾT CẤU THÉP ATAD,,99 Nguyễn Thị Minh Khai - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh,1100641143,TP Hồ Chí Minh,,
618,CÔNG TY CP KIM LOẠI MÀU VÀ NHỰA ĐỒNG VIỆT,,"Số 35, Đường số 10 - Phường An Lợi Đông - Quận 2 - TP. Hồ Chí Minh",0309174756,TP Hồ Chí Minh,,
619,CÔNG TY CP KỸ NGHỆ THỰC PHẨM VIỆT NAM (VIFON),,913 Trường Chinh - Phường Tây Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0300627384,TP Hồ Chí Minh,,
620,CÔNG TY CP LIZEN,,"24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP. Hồ Chí Minh",0302310209,TP Hồ Chí Minh,LCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LCG
621,CÔNG TY CP LOGISTICS VINALINK,,145-147 Nguyễn Tất Thành - Phường 13 - Quận 4 - TP. Hồ Chí Minh,0301776205,TP Hồ Chí Minh,VNL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VNL
622,CÔNG TY CP LOUIS HOLDINGS,,14 Nguyễn Văn Vĩnh - Phường 4 - Quận Tân Bình - TP. Hồ Chí Minh,1101573295,TP Hồ Chí Minh,,
623,CTCP Tầm nhìn Ma San,,"Phòng 802, tầng 8, Tòa nhà Central Plaza, Số 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0309966871,TP Hồ Chí Minh,,
624,CÔNG TY CP MAY VIỆT THỊNH,,58 Thoại Ngọc Hầu - Phường Hòa Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0303614739,TP Hồ Chí Minh,,
625,Tổng Công ty Khí Việt Nam-CTCP,,Tòa nhà PVGas Tower - 673 Nguyễn Hữu Thọ - Xã Phước Kiến - Huyện Nhà Bè - TP. Hồ Chí Minh,3500102710,TP Hồ Chí Minh,GAS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GAS
626,CÔNG TY CP PHÁT HÀNH SÁCH TP. HỒ CHÍ MINH - FAHASA,,60-62 Lê Lợi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0304132047,TP Hồ Chí Minh,FHS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FHS
627,CÔNG TY CP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT,,"Tầng 8 và 9 Tháp B, Tòa nhà Viettel, 285 Đường Cách Mạng Tháng Tám - Phường 12 - Quận 10 - TP. Hồ Chí Minh",0303493756,TP Hồ Chí Minh,PDR,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PDR
628,CÔNG TY CP PHÁT TRIỂN ĐẦU TƯ XÂY DỰNG HT,,82-82A-82B-82C Võ Văn Tần - Phường Võ Thị Sáu - Quận 3 - TP. Hồ Chí Minh,0314637978,TP Hồ Chí Minh,,
629,CÔNG TY CP PHÚC SINH,,Số 238-240 Võ Văn Kiệt - Phường Cầu Ông Lãnh - Quận 1 - TP. Hồ Chí Minh,0302401061,TP Hồ Chí Minh,,
630,CÔNG TY CP RẠNG ĐÔNG HOLDING,,190 Lạc Long Quân - Phường 3 - Quận 11 - TP. Hồ Chí Minh,0300384357,TP Hồ Chí Minh,RDP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=RDP
631,CÔNG TY CP SÀI GÒN FOOD,,"Lô C24 - 24B/II, C25/II - Đường 2F - KCN Vĩnh Lộc - Xã Vĩnh Lộc A - Huyện Bình Chánh - TP. Hồ Chí Minh",0302994301,TP Hồ Chí Minh,,
632,CÔNG TY CP SAM HOLDINGS,,"152/11B Điện Biên Phủ, P.25, Quận Bình Thạnh, TP.Hồ Chí Minh",3600253537,TP Hồ Chí Minh,SAM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SAM
633,CÔNG TY CP SẢN XUẤT KINH DOANH XUẤT NHẬP KHẨU BÌNH THẠNH,,334A Phan Văn Trị - Phường 11 - Quận Bình Thạnh - TP. Hồ Chí Minh,0302181666,TP Hồ Chí Minh,GIL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GIL
634,CÔNG TY CP SẢN XUẤT NHỰA DUY TÂN,,298 Hồ Học Lãm - Phường An Lạc - Quận Bình Tân - TP. Hồ Chí Minh,0306151768,TP Hồ Chí Minh,,
635,CÔNG TY CP SẢN XUẤT THƯƠNG MẠI SÀI GÒN,,Lô 6-Đường E-KCN Tân Tạo-Phường Tân Tạo A-Quận Bình Tân-TP. Hồ Chí Minh,0302776127,TP Hồ Chí Minh,,
636,CÔNG TY CP SIÊU THANH,,A20 Tân Phong Nguyễn Hữu Thọ-Phường Tân Phong-Quận 7-TP. Hồ Chí Minh,0302563707,TP Hồ Chí Minh,ST8,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ST8
637,CÔNG TY CP TẬP ĐOÀN BAMBOO CAPITAL,,"Tầng 14, Vincom Center, 72 Lê Thánh Tôn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0311315789,TP Hồ Chí Minh,BCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BCG
638,CÔNG TY CP TẬP ĐOÀN DẦU KHÍ AN PHA,,"Phòng 805, Lầu 8, Tòa nhà Paragon, Số 3 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",0303224471,TP Hồ Chí Minh,ASP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ASP
639,CÔNG TY CP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,,313B-315 Nam Kỳ Khởi Nghĩa - Phường 07 - Quận 3 - TP. Hồ Chí Minh,0301444753,TP Hồ Chí Minh,NVL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NVL
640,CÔNG TY CP TẬP ĐOÀN HƯNG THỊNH,,"110-112 Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",0305410561,TP Hồ Chí Minh,,
641,CÔNG TY CP TẬP ĐOÀN INTIMEX,,61 Nguyễn Văn Giai - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0304421306,TP Hồ Chí Minh,,
642,CÔNG TY CP TẬP ĐOÀN KIDO,,138 - 142 Hai Bà Trưng - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0302705302,TP Hồ Chí Minh,KDC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KDC
643,CÔNG TY CP TẬP ĐOÀN KIM TÍN,,69 Nguyễn Thi - Phường 13 - Quận 5 - TP. Hồ Chí Minh,0303738780,TP Hồ Chí Minh,,
644,CÔNG TY CP TẬP ĐOÀN THIÊN LONG,,"Lô 6, 8, 10, 12 Đường Số 3, KCN Tân Tạo - Phường Tân Tạo A - Quận Bình Tân - TP. Hồ Chí Minh",0301464830,TP Hồ Chí Minh,TLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TLG
645,CÔNG TY CP TẬP ĐOÀN VINACAM,,28 Mạc Đĩnh Chi - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0303800051,TP Hồ Chí Minh,,
646,CÔNG TY CP TẬP ĐOÀN XÂY DỰNG HÒA BÌNH,,235 Võ Thị Sáu - Phường 7 - Quận 3 - TP. Hồ Chí Minh,0302158498,TP Hồ Chí Minh,HBC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HBC
647,CÔNG TY CP TETRA PAK VIỆT NAM,,"14/F, Tòa nhà Metropolitan, 235 Đồng Khởi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0302803331,TP Hồ Chí Minh,,
648,Công ty TNHH TM-SX Thép Việt,,"289 Lý Thường Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",0301121174,TP Hồ Chí Minh,,
649,CÔNG TY CP THUẬN HẢI,,"Lô VB.20A2, Đường 24, Khu chế xuất Tân Thuận - Phường Tân Thuận Đông - Quận 7 - TP. Hồ Chí Minh",0305601319,TP Hồ Chí Minh,,
650,CÔNG TY CP THỰC PHẨM CHOLIMEX,,"Lô C40-43/I, C51-55/II, Đường số 7, KCN Vĩnh Lộc - Xã Vĩnh Lộc A - Huyện Bình Chánh - TP. Hồ Chí Minh",0304475742,TP Hồ Chí Minh,CMF,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CMF
651,CÔNG TY CP THƯƠNG MẠI DỊCH VỤ THIÊN NAM HOÀ,,277b Cách Mạng Tháng 8 - Phường 12 - Quận 10 - TP. Hồ Chí Minh,0302429934,TP Hồ Chí Minh,,
652,CÔNG TY CP THƯƠNG MẠI THÉP INDECO,,140B Nguyễn Văn Trỗi - Phường 08 - Quận Phú Nhuận - TP. Hồ Chí Minh,0313562014,TP Hồ Chí Minh,,
653,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU DẦU KHÍ MINH ĐỨC,,"Số 34, Đường 44 - Phường Thảo Điền - TP. Thủ Đức - TP. Hồ Chí Minh",0313094165,TP Hồ Chí Minh,,
654,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU THIÊN NAM,,"Tòa nhà văn phòng Thiên Nam, Số 111-121 Ngô Gia Tự - Phường 2 - Quận 10 - TP. Hồ Chí Minh",0301172041,TP Hồ Chí Minh,TNA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TNA
655,Công ty TNHH Thương mại và Dịch vụ Long Hưng,,"20 Nguyễn Thị Huỳnh, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0303937088,TP Hồ Chí Minh,,
656,CÔNG TY CP TÔ THÀNH PHÁT,,56 Phạm Hữu Chí-Phường 12- Quận 5-TP. Hồ Chí Minh,0301521415,TP Hồ Chí Minh,,
657,CÔNG TY CP TRANSIMEX,,172 (lầu 9-10) Hai Bà Trưng - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0301874259,TP Hồ Chí Minh,TMS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TMS
658,CÔNG TY CP TRUYỀN THÔNG TK - L,,222 Pasteur - Phường 06 - Quận 3 - TP. Hồ Chí Minh,0300993574,TP Hồ Chí Minh,,
659,CÔNG TY CP TƯ VẤN D.P,,02 Ngô Đức Kế - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0302273109,TP Hồ Chí Minh,,
660,CÔNG TY CP TƯ VẤN XÂY DỰNG ĐIỆN 2,,32 Ngô Thời Nhiệm - Phường 7 - Quận 3 - TP. Hồ Chí Minh,0300420157,TP Hồ Chí Minh,TV2,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TV2
661,CÔNG TY CP UNIBEN,,Đường Phan Văn Đối - ấp Tiền Lân - Xã Bà Điểm - Huyện Hóc Môn - TP. Hồ Chí Minh,0301442989,TP Hồ Chí Minh,,
662,CÔNG TY CP VẬT LIỆU XÂY DỰNG VÀ TRANG TRÍ NỘI THẤT TP. HỒ CHÍ MINH,,215 - 217 Trần Hưng Đạo - Phường Cô Giang - Quận 1 - TP. Hồ Chí Minh,0302495140,TP Hồ Chí Minh,CMD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CMD
663,CÔNG TY CP VẬT TƯ XĂNG DẦU (COMECO),,"COMECO Tower, 549 Điện Biên Phủ - Phường 3 - Quận 3 - TP. Hồ Chí Minh",0300450673,TP Hồ Chí Minh,COM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=COM
664,Công ty TNHH MTV Masan Beverage (MSB)	,,"Tầng 12, tòa nhà MPlaza Saigon, số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312797567,TP Hồ Chí Minh,,
